stop_id,stop_name,stop_lat,stop_lon,stop_code,location_type,parent_station,wheelchair_boarding,stop_direction
062861,Dagály fürdő,47.537850,19.062428,,,,1,-72
062942,Péterfy Sándor utca,47.501636,19.077828,,,,1,-30
062944,Czetz János köz,47.578320,19.049306,,,,2,0
062946,Attila utca,47.581118,19.049425,,,,2,1
062948,Mátyás király út,47.586254,19.049957,,,,2,5
062950,Bercsényi utca,47.585804,19.051180,,,,2,-176
063310,Gyöngyösi utca M,47.547975,19.073178,,,,1,
063399,Hulladékhasznosító Mű,47.584164,19.131198,,,,2,29
064067,Massányi úti lakópark,47.359933,19.028822,,,,2,132
064074,Massányi úti lakópark,47.360751,19.027856,,,,2,-44
064075,"Szigetszentmiklós, Szabadság utca",47.358296,19.031921,,,,2,-25
064085,Kölcsey Ferenc utca,47.355247,19.034874,,,,2,140
064087,Lehel utca,47.352882,19.038541,,,,2,129
064088,Városi Könyvtár,47.344795,19.042274,,,,2,-144
064089,Miklós Pláza,47.341638,19.040925,,,,2,169
064090,Nap utca (óvoda),47.349561,19.025742,,,,2,-139
064091,Váci Mihály utca (József Attila-telep H),47.338471,19.035910,,,,2,1
064092,Jókai utca,47.341260,19.036028,,,,2,-1
064093,Akácfa körút,47.344228,19.033301,,,,2,-64
064103,Tamási Áron utca,47.345045,19.028206,,,,2,-86
064104,Miklós tér,47.346933,19.023282,,,,2,-44
064105,Szebeni utca,47.350638,19.016265,,,,2,-45
064106,Nap utca (óvoda),47.349750,19.026100,,,,2,33
064107,Ősz utca,47.352907,19.024828,,,,2,-39
064108,Ady Endre utca,47.355057,19.025886,,,,2,41
064170,Ady Endre utca,47.355848,19.027090,,,,2,-135
064175,Ősz utca,47.352394,19.025291,,,,2,127
064181,Miklós tér,47.347356,19.023163,,,,2,-140
064182,Tamási Áron utca,47.345010,19.028841,,,,2,80
064183,Akácfa körút,47.343832,19.034294,,,,2,110
064184,Jókai utca,47.341080,19.035843,,,,2,-177
064185,Váci Mihály utca (József Attila-telep H),47.338561,19.035764,,,,2,-178
064186,Kisfaludy utca,47.342349,19.045001,,,,2,29
064187,Lehel utca,47.352873,19.038739,,,,2,-50
064188,Kölcsey Ferenc utca,47.354959,19.035403,,,,2,-43
064208,Szépvölgyi köz,47.541136,19.002003,,,,2,-68
064209,Szépvölgyi köz,47.541109,19.001644,,,,2,107
064210,Fenyőgyöngye,47.540427,19.005563,,,,2,-65
064212,Selyemakác utca,47.543149,18.996382,,,,2,-54
064214,Selyemakác utca,47.543050,18.996382,,,,2,101
064215,Szépvölgyi dűlő,47.545881,18.992141,,,,2,
064239,Leshegy utca,47.376961,19.032246,,,,2,87
064240,Leshegy utca,47.377069,19.031955,,,,2,-87
064241,Leshegy Ipari Park,47.376044,19.042085,,,,2,139
064242,Leshegy Ipari Park,47.375594,19.041993,,,,2,47
064243,Temető utca,47.356210,19.046946,,,,2,22
064244,Wesselényi utca,47.351110,19.045357,,,,2,28
064245,Bánki Donát utca,47.360366,19.047581,,,,2,-65
064246,Bányató út,47.367661,19.048324,,,,2,4
064316,Bányató út,47.366734,19.048085,,,,2,-175
064318,Temető utca,47.355383,19.045900,,,,2,-126
064319,Wesselényi utca,47.352063,19.045357,,,,2,158
066375,Népliget tároló,47.473683,19.099279,,,,2,
066451,Infopark,47.469171,19.059717,,,,1,-84
066452,Infopark,47.469072,19.060500,,,,1,97
066453,Budafoki út / Dombóvári út,47.469808,19.053655,,,,1,-75
066454,Budafoki út / Dombóvári út,47.469646,19.054384,,,,1,102
066455,Hauszmann Alajos utca / Szerémi út,47.466536,19.049570,,,,1,-167
066456,Hauszmann Alajos utca / Szerémi út,47.467013,19.049756,,,,1,10
066457,Hengermalom út / Szerémi út,47.462066,19.048336,,,,1,-158
066458,Hengermalom út / Szerémi út,47.462551,19.048509,,,,1,11
066460,Etele út / Fehérvári út,47.462353,19.042594,,,,1,
066477,Hunyadi János út tároló,47.431139,19.042741,,,,2,
066697,Rés utca,47.480157,19.291817,,,,2,-9
066698,Sport tér,47.476785,19.295994,,,,2,135
066699,Enying utca,47.475188,19.298029,,,,2,137
066700,Szárazhegy köz,47.473213,19.300607,,,,2,136
066711,Rákoscsaba-Újtelep vasútállomás,47.486549,19.271041,,,,2,
066712,Szabadság sugárút / Péceli út,47.482938,19.273347,,,,2,158
066713,Szabadság sugárút / Péceli út,47.482631,19.274063,,,,2,-33
066714,Nyitány utca,47.480756,19.275992,,,,2,132
066715,Nyitány utca,47.481053,19.275794,,,,2,-32
066716,Öntöző utca,47.478737,19.278238,,,,2,139
066717,Öntöző utca,47.478899,19.278173,,,,2,-34
066718,Pestvidék utca,47.476592,19.280644,,,,2,140
066719,Pestvidék utca,47.476781,19.280538,,,,2,-30
066720,Derkovits tér,47.474869,19.283024,,,,2,64
066722,Nyeremény utca,47.474462,19.284123,,,,2,
066755,Hunyadi János utca MOL kút,47.448868,19.049211,,,,2,
066756,Budaörs Repülőtéri út MOL kút,47.447541,18.976254,,,,2,
066826,Napfény utca,47.458509,19.114530,,,,2,17
066828,Árpád híd M,47.532965,19.065654,,,,2,114
066856,Pagony utca,47.495120,19.002813,,,,2,102
066969,Zimonyi utca,47.471748,19.299950,,,,2,
067001,Borszéki utca MOL kút,47.456592,19.024172,,,,2,
067002,Kelenföldi VB pályaudvar,47.463329,19.022895,,,,2,
067266,Kossuth Lajos tér M,47.505615,19.044633,,,,2,-5
067333,Golgota tér MOL kút,47.486170,19.093320,,,,2,
067334,Hős u. MOL kút,47.496093,19.108578,,,,2,
067335,Pesti út MOL kút,47.484366,19.227629,,,,2,
067368,Nagykőrösi út MOL kút,47.442630,19.132926,,,,2,
067563,"Csepel, Szent István út MOL kút",47.419083,19.074285,,,,2,
067585,Határ út M,47.464609,19.127404,,,,1,
067589,Bem József tér,47.512154,19.039334,,,,2,
067592,Batthyány tér M+H,47.506515,19.038487,,,,1,
067622,"Csepel, Csillagtelep",47.409955,19.060354,,,,1,
069089,"Margit híd, budai hídfő H",47.515149,19.037569,,,,1,-100
069090,"Margit híd, budai hídfő H",47.515122,19.037158,,,,1,-9
069091,"Margit híd, budai hídfő H",47.514717,19.035936,,,,1,-163
069092,Bem József tér,47.512082,19.039455,,,,1,14
069093,Bem József tér,47.511776,19.039296,,,,1,-172
069195,Leshegy Ipari Park,47.375244,19.043158,,,,2,-32
069403,Jahn Ferenc Kórház,47.423214,19.132014,,,,2,135
069661,Újpest-Központ M,47.560138,19.092264,,,,1,
070997,Széll Kálmán tér M,47.507743,19.023301,,,,1,
071135,Budaörs Metro MOL kút,47.460514,18.893215,,,,2,
071154,Békásmegyer H,47.597865,19.054120,071154,,CSF00461,2,28
071262,Infopark,47.468515,19.058556,,,,2,
071659,Nyugati pályaudvar M,47.509726,19.054920,,,,1,-168
072046,Muflon utca,47.570868,18.931415,,,,2,-34
072047,Muflon utca,47.570670,18.931469,,,,2,136
072851,Maros utcai rendelőintézet,47.503846,19.022406,,,,2,
072912,Ág utca,47.495662,19.029480,072912,,CSF00097,1,
072924,Határ út M,47.464200,19.126491,,,,2,
072934,Rudas Gyógyfürdő,47.490125,19.047173,,,,1,-37
072935,Rudas Gyógyfürdő,47.489824,19.047383,,,,1,142
072938,CS/ Kossuth Lajos utca MOL,47.438084,19.071291,,,,2,
073099,Széll Kálmán tér M,47.507795,19.022886,,,,1,
073152,Maros utca,47.505533,19.021637,,,,1,44
073308,Solymár vasútállomás,47.595972,18.950089,,,,2,-71
073426,Művelődési Ház,47.428553,18.913151,,,,2,18
073427,Művelődési Ház,47.428553,18.913005,,,,2,-155
073471,Nyár utca,47.435378,18.918467,,,,1,150
073472,Harangláb,47.432108,18.913915,,,,2,-48
073473,Munkácsy Mihály utca (hősi emlékmű),47.431390,18.916591,,,,2,-140
074021,Kőbányai garázs,47.491018,19.114222,074021,,CS074021,2,
074495,Törökbálint Sportközpont,47.440514,18.897223,,,,,
074501,Krisztina tér,47.496699,19.031667,,,,1,
074637,Csáktornya park,47.536748,19.106256,,,,1,
074909,Auchan Liget,47.541514,19.246517,,,,1,-35
074935,Nagy Lajos király útja / Czobor utca,47.522809,19.101979,074935,,CS074935,1,-171
075119,Nyár utca,47.435468,18.918639,,,,1,
075220,Óbudai autóbuszgarázs,47.567996,19.027538,,,,1,127
075654,Köves út / Szentlőrinci út,47.416082,19.143211,,,,2,50
075655,Köves út / Szentlőrinci út,47.416265,19.143244,,,,2,-131
075744,Sasadi út,47.465452,19.015814,,,,1,45
076394,Aranyvölgy vasútállomás,47.574337,19.016474,,,,1,-60
076395,Aranyvölgy vasútállomás,47.573789,19.017660,,,,1,119
076396,Óbuda vasútállomás (Aranyhegyi út),47.570439,19.028424,,,,1,112
076397,Óbuda vasútállomás (Aranyhegyi út),47.570755,19.027745,,,,1,-68
076398,Aranyvölgy utca 14.,47.571859,19.022431,,,,1,99
076399,Aranyvölgy utca 14.,47.572096,19.021853,,,,1,-55
077969,Andor utcai autóbuszgarázs (kapu),47.457689,19.027290,,,,,
078064,Nyéki Imre Uszoda,47.451074,19.037384,,,,2,-82
081565,Széll Kálmán tér M,47.507691,19.024350,,,,1,
081950,Városház tér,47.426290,19.040020,,,,1,68
081954,Kacsa utca,47.510526,19.039256,,,,1,1
082040,Főgáz telephely,47.490143,19.114886,,,,2,
082200,Bécsi út / Vörösvári út,47.546762,19.029194,,,,1,-11
082333,Kőbánya-Kispest M,47.462755,19.149417,,,,2,
082617,Sasadi út,47.466639,19.016251,,,,1,-140
082623,Budatétényi sorompó,47.403236,19.009361,,,,1,-64
083287,Dráva utca,47.525235,19.058679,,,,1,-156
083329,Bartók Béla út 208.,47.417518,18.985378,,,,1,-26
083330,Bartók Béla út 208.,47.416969,18.985684,,,,2,145
083331,Savoyai Jenő tér (Plébánia utca),47.428786,19.035467,,,,1,-89
083468,Albert Flórián út,47.472543,19.095375,083468,,CS083468,1,-124
083601,Rudas Gyógyfürdő,47.490065,19.047301,,,,,
083777,Budafoki Szomszédok Piaca,47.427599,19.039509,,,,2,-97
083948,"Árpád fejedelem útja, MOL-töltőállomás",47.536055,19.046334,,,,,
084804,Andor utca / Tétényi út,47.456614,19.033921,,,,1,-77
085576,Forgách utca M,47.539611,19.070066,,,,1,105
085723,Lehel tér M (Lehel utca),47.517100,19.062144,,,,,
086671,Budaörs M1-M7 MOL kút,47.451598,18.958601,,,,,
086859,Népliget M,47.476544,19.100752,,,,2,-3
086880,Népliget M,47.476220,19.100592,,,,2,163
086885,Nagyvárad tér M,47.478347,19.090724,,,,1,119
087209,Müpa - Nemzeti Színház H,47.469349,19.069918,,,,1,-8
087373,"Soroksár, IKEA áruház",47.412767,19.160899,,,,1,
087616,Mezőkövesd út MOL töltőállomás,47.439699,19.044018,,,,,
088017,"Napfény utca, MOL töltőállomás",47.458175,19.114884,,,,,
088018,"Gyáli út, MOL Töltőállomás",47.459785,19.109854,,,,,
088453,Ráckeve kocsiszín (kapu),47.174793,18.941817,,,,2,
088670,Repülőmúzeum,47.426467,19.262001,,,,1,179
088969,Kőbánya-Kispest M,47.462797,19.148349,,,,1,
089098,Szentendre H,47.660655,19.075757,,,,1,
089383,Szentendre H,47.660195,19.075395,,,,2,
089411,Liszt Ferenc Airport 2,47.432755,19.261231,,,,1,
090362,Árpád üzletház,47.560015,19.098308,,,,1,
090366,Forgách utca M,47.540115,19.069760,,,,2,-163
090368,Árpád üzletház,47.560509,19.099409,,,,1,
090370,Lehel tér M,47.518906,19.060960,,,,1,15
090371,Újpest-Központ M,47.560618,19.088325,,,,1,-80
090372,Forgách utca M,47.537759,19.069122,,,,1,15
090373,Újpest-Központ M,47.560444,19.088297,,,,2,88
090380,Újpest-Városkapu M,47.560701,19.083020,,,,1,-80
090381,Újpest-Városkapu M,47.560504,19.083298,,,,1,76
090388,Árpád híd M,47.533618,19.066849,,,,1,-159
090482,Ötvenhatosok tere,47.507804,19.086977,,,,2,-132
090783,"Pilisvörösvár, MOL-töltőállomás",47.607597,18.942514,,,,,
090784,"Solymár, PEVDI",47.596764,18.952940,,,,,
090914,Andor utca,47.456255,19.039783,,,,1,-163
090915,Andor utca / Tétényi út,47.457018,19.033547,,,,1,-1
090963,Cinkota H,47.520486,19.218870,,,,2,
091120,Szikratávíró utca,47.447260,19.068739,,,,2,179
091338,Benczúr utca,47.512406,19.079601,,,,1,-35
091470,Hadak útja,47.462918,19.026187,,,,1,7
091799,Budafok kocsiszín,47.440454,19.036306,,,,2,6
091800,Budafok kocsiszín (új déli kapu),47.438910,19.036197,,,,,
091801,Budafok kocsiszín (új északi kapu),47.441032,19.035941,,,,,
091816,Angyalföld vasútállomás,47.550363,19.091315,,,,1,12
091817,Angyalföld vasútállomás,47.549906,19.090953,,,,1,-159
091821,Angyalföld vasútállomás,47.550037,19.090853,,,,1,-159
093021,Kelenföld vasútállomás M,47.464779,19.022751,,,,1,97
093409,Margitsziget Szabadt. Sz. és Víztorony,47.530171,19.053153,,,,2,
094505,Liszt Ferenc Airport 2,47.432683,19.261152,,,,1,
096389,Széll Kálmán tér,47.507469,19.025907,,,,,-18
096830,Jogar utca,47.435114,19.013117,,,,1,12
096989,"Fehér út, MOL-töltőállomás",47.500755,19.136788,,,,,
097847,"Mogyoródi út, VB telephely",47.507317,19.113635,,,,,
098865,Esze Tamás utca,47.417945,19.002279,,,,2,138
098921,Gubacsi út VB telephely,47.465388,19.086774,,,,,
099003,Arany János utca M,47.504052,19.054778,,,,1,
099004,Arany János utca M,47.504321,19.054779,,,,1,
CS008264,Müpa - Nemzeti Színház,47.469554,19.070097,CS008264,1,,,
CS008697,Újpest-Központ,47.561023,19.090249,CS008697,1,,,
CS009176,Kossuth Lajos tér,47.505912,19.048516,CS009176,1,,,
CS009275,Békásmegyer,47.598858,19.055159,CS009275,1,,,
CS009350,Budaörsi repülőtér,47.447116,18.985810,CS009350,1,,,
CS009589,Budaörs vasútállomás,47.448208,18.964856,CS009589,1,,,
CS009630,"Budakalász, Auchan áruház",47.611515,19.062365,CS009630,1,,,
CS009703,Közvágóhíd,47.467693,19.076536,CS009703,1,,,
CS050182,Duna utca,47.433466,19.220657,CS050182,1,,,
CS050183,"Pestszentlőrinc, Béke tér",47.429664,19.218271,CS050183,1,,,
CS050186,"Vecsés, Market Central Ferihegy",47.416739,19.251858,CS050186,1,,,
CS056161,Csillaghegy[1],47.584646,19.043145,CS056161,1,,,
CS056164,Csikóvár utca [3],47.583055,19.031432,CS056164,1,,,
CS056167,Lepence utca [5],47.583652,19.027543,CS056167,1,,,
CS056171,Muzsla utca [7],47.581048,19.024267,CS056171,1,,,
CS056186,Muzsla utca [7],47.581052,19.024048,CS056186,1,,,
CS056188,Óarany utca [8],47.579532,19.023530,CS056188,1,,,
CS056215,Kelenföld vasútállomás,47.464234,19.019777,CS056215,1,,,
CS056230,Rákóczi tér,47.492722,19.071817,CS056230,1,,,
CS056232,II. János Pál pápa tér,47.495300,19.077244,CS056232,1,,,
CS074021,Kőbányai garázs (Salgótarjáni kapu),47.491013,19.114231,CS074021,1,,,
CS074935,Nagy Lajos király útja / Czobor utca,47.522804,19.101986,CS074935,1,,,
CS083468,Albert Flórián út,47.472530,19.095395,CS083468,1,,,
CSF00062,Batthyány tér,47.506422,19.038927,CSF00062,1,,,
CSF00094,Déli pályaudvar,47.500375,19.024802,CSF00094,1,,,
CSF00097,Ág utca,47.495669,19.029466,CSF00097,1,,,
CSF00140,Szépvölgyi út,47.527302,19.040168,CSF00140,1,,,
CSF00185,"Margit híd, budai hídfő",47.515375,19.039380,CSF00185,1,,,
CSF00461,Békásmegyer,47.597874,19.054100,CSF00461,1,,,
CSF00481,Csillaghegy,47.586110,19.045005,CSF00481,1,,,
CSF00483,Aquincum,47.567254,19.048727,CSF00483,1,,,
CSF00487,Rómaifürdő,47.575685,19.048568,CSF00487,1,,,
CSF00511,Kaszásdűlő,47.556773,19.045253,CSF00511,1,,,
CSF00568,Bécsi út / Vörösvári út,47.548489,19.028968,CSF00568,1,,,
CSF00579,Filatorigát,47.551903,19.046243,CSF00579,1,,,
CSF00625,Szentlélek tér,47.539636,19.047161,CSF00625,1,,,
CSF00632,Tímár utca,47.533963,19.044643,CSF00632,1,,,
CSF00678,Óbudai autóbuszgarázs,47.568005,19.026289,CSF00678,1,,,
CSF00801,Újpest-Központ,47.560017,19.091978,CSF00801,1,,,
CSF00956,Arany János utca,47.503063,19.054531,CSF00956,1,,,
CSF00958,Kossuth Lajos tér,47.505475,19.046620,CSF00958,1,,,
CSF00960,Deák Ferenc tér,47.497567,19.054433,CSF00960,1,,,
CSF00997,Bajcsy-Zsilinszky út,47.499875,19.055326,CSF00997,1,,,
CSF00999,Március 15. tér,47.490870,19.051641,CSF00999,1,,,
CSF01019,Astoria,47.494364,19.060024,CSF01019,1,,,
CSF01093,Vörösmarty utca,47.507212,19.066322,CSF01093,1,,,
CSF01096,Kodály körönd,47.509234,19.069341,CSF01096,1,,,
CSF01101,Bajza utca,47.511320,19.072495,CSF01101,1,,,
CSF01108,Károly körút (Astoria M),47.495524,19.060167,CSF01108,1,,,
CSF01232,Klinikák,47.482834,19.079176,CSF01232,1,,,
CSF01252,Nagyvárad tér,47.478943,19.089796,CSF01252,1,,,
CSF01282,Népliget,47.475441,19.098808,CSF01282,1,,,
CSF01289,Kálvin tér,47.489585,19.061629,CSF01289,1,,,
CSF01415,Kén utca,47.454906,19.086556,CSF01415,1,,,
CSF01493,Ecseri út,47.470920,19.111329,CSF01493,1,,,
CSF01541,Határ út,47.465443,19.126757,CSF01541,1,,,
CSF01543,Kőbánya-Kispest,47.463622,19.148115,CSF01543,1,,,
CSF01753,Örs vezér tere,47.502637,19.136634,CSF01753,1,,,
CSF01820,Rákosfalva,47.505066,19.151378,CSF01820,1,,,
CSF01878,Pöttyös utca,47.468548,19.116946,CSF01878,1,,,
CSF01880,Kamaraerdő,47.435952,18.978569,CSF01880,1,,,
CSF02481,Széll Kálmán tér,47.506982,19.024828,CSF02481,1,,,
CSF03293,Cinkota alsó,47.526364,19.220986,CSF03293,1,,,
CSF03409,Árpádföld,47.532978,19.212553,CSF03409,1,,,
CSF03411,Szabadságtelep,47.537404,19.206185,CSF03411,1,,,
CSF03414,Cinkota,47.519436,19.217421,CSF03414,1,,,
CSF03416,Mátyásföld alsó,47.515986,19.207455,CSF03416,1,,,
CSF03417,"Mátyásföld, Imre utca",47.513545,19.199582,CSF03417,1,,,
CSF03419,"Mátyásföld, repülőtér",47.511857,19.194054,CSF03419,1,,,
CSF03421,Ilonatelep,47.526627,19.229402,CSF03421,1,,,
CSF03423,Nagyicce,47.507016,19.167690,CSF03423,1,,,
CSF03425,Sashalom,47.508952,19.178647,CSF03425,1,,,
CSF03718,Szarvas csárda tér,47.440279,19.185427,CSF03718,1,,,
CSF03785,Duna utca,47.433025,19.220582,CSF03785,1,,,
CSF03788,"Pestszentlőrinc, Béke tér",47.429499,19.218401,CSF03788,1,,,
CSF03795,"Ganztelep, Mednyánszky utca",47.423859,19.234662,CSF03795,1,,,
CSF03884,Bajcsy-Zsilinszky út,47.433169,19.206499,CSF03884,1,,,
CSF03930,Határ út,47.465146,19.127237,CSF03930,1,,,
CSF04052,Torontál utca,47.423191,19.105208,CSF04052,1,,,
CSF04150,Pesterzsébet felső,47.438159,19.093611,CSF04150,1,,,
CSF04183,Karácsony Sándor utca,47.426802,19.067283,CSF04183,1,,,
CSF04272,Csepel,47.421163,19.065786,CSF04272,1,,,
CSF04302,Szállító utca,47.441708,19.077795,CSF04302,1,,,
CSF04319,Szent Imre tér,47.431322,19.067656,CSF04319,1,,,
CSF04369,Szabadkikötő,47.444476,19.071612,CSF04369,1,,,
CSF04498,Angeli utca / Nagytétényi út,47.390941,18.981735,CSF04498,1,,,
CSF04534,Soroksár felső,47.409659,19.111925,CSF04534,1,,,
CSF04540,"Soroksár, Hősök tere",47.399309,19.114780,CSF04540,1,,,
CSF04546,Szent István utca,47.391672,19.114910,CSF04546,1,,,
CSF04548,Millenniumtelep,47.379741,19.104897,CSF04548,1,,,
CSF04607,Dunaharaszti felső,47.366371,19.092655,CSF04607,1,,,
CSF04610,Dunaharaszti külső,47.360269,19.086422,CSF04610,1,,,
CSF04611,Szigetszentmiklós,47.344206,19.050241,CSF04611,1,,,
CSF04613,József Attila-telep,47.337095,19.034336,CSF04613,1,,,
CSF04615,Szigetszentmiklós alsó,47.336444,19.019615,CSF04615,1,,,
CSF04618,Szigetszentmiklós-Gyártelep,47.333720,19.004259,CSF04618,1,,,
CSF04619,Szigethalom,47.330041,18.993868,CSF04619,1,,,
CSF04621,Szigethalom alsó,47.321368,18.983529,CSF04621,1,,,
CSF04623,Tököl,47.313402,18.974231,CSF04623,1,,,
CSF04627,Szigetcsép,47.270231,18.956263,CSF04627,1,,,
CSF04632,Szigetszentmárton-Szigetújfalu,47.227924,18.946067,CSF04632,1,,,
CSF04634,Horgásztanyák,47.213582,18.952953,CSF04634,1,,,
CSF04636,Angyalisziget,47.199808,18.945065,CSF04636,1,,,
CSF04656,"Kistarcsa, kórház",47.539065,19.249034,CSF04656,1,,,
CSF04658,Kistarcsa,47.545831,19.259801,CSF04658,1,,,
CSF04660,Zsófialiget,47.548442,19.264069,CSF04660,1,,,
CSF04662,Kerepes,47.553092,19.270897,CSF04662,1,,,
CSF04664,Szilasliget,47.568488,19.275036,CSF04664,1,,,
CSF04668,Mogyoród,47.596508,19.271751,CSF04668,1,,,
CSF04670,Szentjakab,47.597338,19.290352,CSF04670,1,,,
CSF04672,"Gödöllő, Erzsébet park",47.595072,19.340770,CSF04672,1,,,
CSF04675,"Gödöllő, Szabadság tér",47.597666,19.347925,CSF04675,1,,,
CSF04676,"Gödöllő, Palotakert",47.598489,19.356648,CSF04676,1,,,
CSF04688,Pannóniatelep,47.652191,19.064901,CSF04688,1,,,
CSF04690,Pomáz,47.642960,19.032361,CSF04690,1,,,
CSF04693,"Budakalász, Lenfonó",47.621778,19.046752,CSF04693,1,,,
CSF04695,Budakalász,47.616164,19.054920,CSF04695,1,,,
CSF04793,Szentistvántelep,47.628802,19.043332,CSF04793,1,,,
CSLM1HTV,Hősök tere,47.514255,19.076844,CSLM1HTV,1,,,
CSLM1MUV,Mexikói út,47.519611,19.091089,CSLM1MUV,1,,,
CSLM1OKV,Oktogon,47.505083,19.063168,CSLM1OKV,1,,,
CSLM1OPV,Opera,47.502244,19.058873,CSLM1OPV,1,,,
CSLM1SFV,Széchenyi fürdő,47.517498,19.080980,CSLM1SFV,1,,,
CSLM1VTV,Vörösmarty tér,47.496803,19.050579,CSLM1VTV,1,,,
CSLM2BLA,Blaha Lujza tér,47.497097,19.070595,CSLM2BLA,1,,,
CSLM2OVE,Örs vezér tere,47.503232,19.136371,CSLM2OVE,1,,,
CSLM2PF1,Puskás Ferenc Stadion,47.500266,19.107488,CSLM2PF1,1,,,
CSLM2PU1,Pillangó utca,47.501297,19.119883,CSLM2PU1,1,,,
CSLM3CNJ,Corvin-negyed,47.485842,19.070013,CSLM3CNJ,1,,,
CSLM3FT1,Ferenciek tere,47.493191,19.055891,CSLM3FT1,1,,,
CSLM3LED,Lehel tér,47.517635,19.060404,CSLM3LED,1,,,
CSLM3NYA,Nyugati pályaudvar,47.510870,19.056178,CSLM3NYA,1,,,
CSLM4BP1,Bikás park,47.465005,19.033383,CSLM4BP1,1,,,
CSLM4FT1,Fővám tér,47.486401,19.057320,CSLM4FT1,1,,,
CSLM4MKF,Móricz Zsigmond körtér,47.477362,19.047272,CSLM4MKF,1,,,
CSLM4SG1,Szent Gellért tér,47.483245,19.054249,CSLM4SG1,1,,,
CSLM4UK1,Újbuda-központ,47.473931,19.046312,CSLM4UK1,1,,,
CSLMXKPB,Keleti pályaudvar,47.500090,19.081794,CSLMXKPB,1,,,
F00001,Mihály utca,47.486079,19.034561,,,,2,-69
F00002,Zsolt utca,47.490477,19.030486,,,,2,0
F00003,Zsolt utca,47.490612,19.030314,,,,2,-180
F00004,Mészáros utca,47.488273,19.031033,,,,1,73
F00005,Mészáros utca,47.488606,19.031564,,,,1,-97
F00006,Sánc utca,47.490037,19.036208,,,,1,162
F00007,Sánc utca,47.489542,19.035491,,,,2,56
F00008,Sánc utca,47.489632,19.035717,,,,1,-119
F00009,Sánc utca,47.489425,19.035836,,,,1,59
F00010,Szirtes út,47.487671,19.036432,,,,2,53
F00011,Szirtes út,47.488247,19.037042,,,,2,-139
F00012,Búsuló Juhász (Citadella),47.485594,19.039551,,,,2,-79
F00013,Királyhágó utca,47.494928,19.023055,,,,1,80
F00014,Királyhágó utca,47.494442,19.023929,,,,2,-5
F00015,Királyhágó utca,47.494839,19.023732,,,,1,-3
F00016,Királyhágó utca,47.495575,19.023105,,,,2,-96
F00017,Királyhágó utca,47.496016,19.023490,,,,2,-179
F00018,Királyhágó utca,47.495669,19.023612,,,,1,-178
F00019,Nagyenyed utca,47.498029,19.023858,,,,1,-174
F00020,Nagyenyed utca,47.498335,19.024011,,,,1,4
F00021,Déli pályaudvar M,47.499614,19.023793,,,,2,
F00022,Déli pályaudvar M,47.499686,19.024208,,,,2,1
F00023,Déli pályaudvar M,47.500001,19.023809,,,,1,179
F00024,Déli pályaudvar M,47.500848,19.024021,,,,1,-174
F00025,Déli pályaudvar M,47.501106,19.024177,,,,1,3
F00026,Déli pályaudvar M,47.500801,19.024990,,,,2,129
F00027,Déli pályaudvar M,47.501071,19.024671,,,,2,-39
F00028,Körmöci utca,47.504372,19.024988,,,,1,-27
F00029,Körmöci utca,47.504138,19.024989,,,,1,148
F00030,Mátray utca,47.505965,19.028598,,,,1,-72
F00031,Mátray utca,47.505866,19.027988,,,,1,87
F00032,Széna tér,47.508043,19.029179,,,,2,-86
F00033,Széna tér,47.507782,19.028184,,,,2,108
F00034,Fazekas utca,47.508268,19.034372,,,,1,9
F00035,Fazekas utca,47.507989,19.034133,,,,1,-172
F00036,Fazekas utca,47.507773,19.033443,,,,1,-90
F00037,Várkert Bazár,47.493851,19.043373,,,,1,
F00045,Donáti utca,47.501307,19.036072,,,,1,-26
F00047,Clark Ádám tér,47.498312,19.039816,,,,1,-82
F00048,Clark Ádám tér,47.498132,19.040041,,,,1,59
F00049,Clark Ádám tér,47.497722,19.040644,,,,1,
F00050,Clark Ádám tér,47.497799,19.040811,,,,1,
F00051,Halász utca,47.502260,19.039815,,,,1,163
F00052,Halász utca,47.501784,19.040028,,,,1,-8
F00053,Halász utca,47.502558,19.039747,,,,2,-7
F00056,Halász utca,47.501739,19.038966,,,,1,161
F00057,Batthyány tér M+H,47.506002,19.039456,,,,1,-5
F00059,Batthyány tér M+H,47.505885,19.038023,,,,1,-177
F00062,Batthyány tér,47.507412,19.036739,F00062,,CSF00062,2,-63
F00063,Batthyány tér,47.506826,19.038103,F00063,,CSF00062,2,117
F00064,Batthyány tér M+H,47.506613,19.038872,,,,1,
F00065,Batthyány tér M+H (Bem rakpart),47.507423,19.039270,,,,1,
F00066,Batthyány tér M+H,47.506209,19.039071,,,,1,
F00067,Batthyány tér M+H,47.505948,19.038567,,,,1,
F00068,Mária tér,47.506749,19.034782,,,,2,117
F00069,Bécsi kapu tér,47.504553,19.030683,,,,1,9
F00070,Bécsi kapu tér,47.504751,19.030324,,,,1,-96
F00071,Szentháromság tér,47.501324,19.033710,,,,1,82
F00072,Szentháromság tér,47.501306,19.033896,,,,1,-9
F00073,Dísz tér,47.499373,19.035993,,,,1,-41
F00074,Dísz tér,47.498950,19.036113,,,,1,121
F00076,"Palota út, gyorslift",47.495182,19.038529,,,,2,137
F00077,Dózsa György tér,47.494732,19.037720,,,,1,-54
F00078,Dózsa György tér,47.494435,19.037944,,,,1,-48
F00079,Dózsa György tér,47.493860,19.037494,,,,1,121
F00080,Dózsa György tér,47.493770,19.038224,,,,2,132
